,VendorNumber,VendorName,Brand,Description,PurchasePrice,ActualPrice,Volume,TotalPurchaseQuantity,TotalPurchaseDollars,TotalSalesQuantity,TotalSalesDollars,TotalSalesPrice,TotalExciseTax,FreightCost,GrossProfit,ProfitMargin,StockTurnover,SalesToPurchaseRatio,UnitPurchasePrice,OrderSize,UnsoldInventoryValue
51,480,BACARDI USA INC,4959,Bacardi Tangerine,0.71,0.99,50,15096,10718.16,11928,11808.72,3873.87,619.49,89286.27,1090.56,9.24,0.79,1.1,0.71,Large,2249.2799999999997
52,480,BACARDI USA INC,5181,Leblon Cedilla Acai Liqueur,23.99,29.99,750,1,23.99,3,89.97,89.97,2.37,89286.27,65.98,73.34,3.0,3.75,23.99,Small,-47.98
53,480,BACARDI USA INC,5194,Bacardi Party Mai Tai,9.62,12.99,1750,2365,22751.3,1685,24171.15,16521.6,3097.07,89286.27,1419.85,5.87,0.71,1.06,9.62,Large,6541.599999999999
54,480,BACARDI USA INC,5230,Bacardi Party Drinks Bahama,9.92,12.99,1750,5047,50066.24,3727,52628.73,36241.5,6850.09,89286.27,2562.49,4.87,0.74,1.05,9.92,Large,13094.4
55,480,BACARDI USA INC,6916,St Germain Liqueur,11.1,14.99,200,1,11.1,25,374.75,314.79,5.25,89286.27,363.65,97.04,25.0,33.76,11.1,Small,-266.4
56,480,BACARDI USA INC,7978,M & R X Dry Vermouth,3.95,7.49,750,14255,56307.25,9171,65338.79,43057.18,7225.42,89286.27,9031.54,13.82,0.64,1.16,3.95,Large,20081.8
57,480,BACARDI USA INC,7982,M & R Sweet Vermouth,3.95,7.49,750,14780,58381.0,9220,65755.8,41715.61,7263.02,89286.27,7374.8,11.22,0.62,1.13,3.95,Large,21962.0
58,480,BACARDI USA INC,8358,Bacardi 151 Proof,14.49,19.99,750,7071,102458.79,8002,159959.98,87056.45,6303.03,89286.27,57501.19,35.95,1.13,1.56,14.489999999999998,Large,-13490.19
59,480,BACARDI USA INC,12191,M & R Sparkling Rose,6.66,13.99,750,763,5081.58,531,5843.69,3538.79,58.94,89286.27,762.11,13.04,0.7,1.15,6.66,Large,1545.1200000000001
60,480,BACARDI USA INC,40114,M & R Prosecco Frizzante,6.66,13.99,750,2191,14592.06,1538,16235.62,8844.67,171.1,89286.27,1643.56,10.12,0.7,1.11,6.66,Large,4348.9800000000005
61,516,BANFI PRODUCTS CORP,199,Wisdom & Warter Cream Sherry,3.87,9.99,750,12,46.44,16,79.84,39.92,12.59,8510.41,33.4,41.83,1.33,1.72,3.8699999999999997,Small,-15.48
62,516,BANFI PRODUCTS CORP,6234,C Y Toro Front Cab/Merlot,4.54,7.99,1500,11276,51193.04,6813,61774.37,29449.91,1526.16,8510.41,10581.33,17.13,0.6,1.21,4.54,Large,20262.02
63,516,BANFI PRODUCTS CORP,6240,Riunite Raspberry,5.36,8.99,1500,1258,6742.88,833,7206.67,3700.69,186.24,8510.41,463.79,6.44,0.66,1.07,5.36,Large,2278.0
64,516,BANFI PRODUCTS CORP,6344,Walnut Crest Chard Central,6.62,11.99,1500,635,4203.7,486,5061.14,2237.82,108.89,8510.41,857.44,16.94,0.77,1.2,6.62,Large,986.38
65,516,BANFI PRODUCTS CORP,6378,Walnut Crest Merlot Rapel,6.62,11.99,1500,1309,8665.58,894,9193.06,4083.98,200.03,8510.41,527.48,5.74,0.68,1.06,6.62,Large,2747.3
66,516,BANFI PRODUCTS CORP,6478,C Y Toro Frontera Merlot,4.72,8.99,1500,2786,13149.92,2109,20152.41,11599.39,470.62,8510.41,7002.49,34.75,0.76,1.53,4.72,Large,3195.44
67,516,BANFI PRODUCTS CORP,6547,Walnut Crest Cab Svgn Rapel,6.8,11.99,1500,523,3556.4,372,3735.28,2149.84,83.02,8510.41,178.88,4.79,0.71,1.05,6.8,Large,1026.8
68,516,BANFI PRODUCTS CORP,6859,C Y Toro Frontera Chard,4.69,8.99,1500,5544,26001.36,3064,29344.36,13639.25,685.63,8510.41,3343.0,11.39,0.55,1.13,4.69,Large,11631.2
69,516,BANFI PRODUCTS CORP,7371,Placido Sangiovese Primever,7.14,12.99,1500,839,5990.46,550,6550.5,3171.32,122.92,8510.41,560.04,8.55,0.66,1.09,7.14,Large,2063.46
70,516,BANFI PRODUCTS CORP,8364,Bolla Valpolicella,6.49,9.99,750,61,395.89,49,489.51,39.96,5.51,8510.41,93.62,19.13,0.8,1.24,6.49,Medium,77.88
71,516,BANFI PRODUCTS CORP,8674,Riunite Moscato,5.22,8.99,1500,4436,23155.92,2943,24876.57,15507.66,656.49,8510.41,1720.65,6.92,0.66,1.07,5.22,Large,7793.46
72,516,BANFI PRODUCTS CORP,8678,Banfi Chianti Clsc RSV,9.32,15.99,750,14292,133201.44,9146,141746.54,53319.84,1021.74,8510.41,8545.1,6.03,0.64,1.06,9.32,Large,47960.72
73,516,BANFI PRODUCTS CORP,10874,Cantine Maschio Prosecco Brt,7.53,10.99,750,6891,51889.23,4764,52814.36,21518.6,532.05,8510.41,925.13,1.75,0.69,1.02,7.53,Large,16016.310000000001
74,516,BANFI PRODUCTS CORP,12140,Natura Valle Svgn Bl Casabla,5.91,9.99,750,1821,10762.11,1181,11351.19,6012.76,131.22,8510.41,589.08,5.19,0.65,1.05,5.91,Large,3782.4
75,516,BANFI PRODUCTS CORP,12586,C Y Toro Frontera Malbec,4.82,8.99,1500,7590,36583.8,4461,41343.39,24190.58,996.22,8510.41,4759.59,11.51,0.59,1.13,4.82,Large,15081.78
76,516,BANFI PRODUCTS CORP,13505,C Y Toro Casillero Pnt Nr,5.8,9.99,750,881,5109.8,775,7752.25,4160.89,86.15,8510.41,2642.45,34.09,0.88,1.52,5.8,Large,614.8
77,516,BANFI PRODUCTS CORP,13994,Banfi Chianti Superiore,5.8,9.99,750,1263,7325.4,799,8324.01,4211.95,88.79,8510.41,998.61,12.0,0.63,1.14,5.8,Large,2691.2
78,516,BANFI PRODUCTS CORP,14279,Movendo Moscato,5.22,7.99,750,4667,24361.74,2968,25628.32,14607.09,329.95,8510.41,1266.58,4.94,0.64,1.05,5.220000000000001,Large,8868.779999999999
79,516,BANFI PRODUCTS CORP,14710,Ch Tanunda Gr Barossa Shiraz,10.38,15.99,750,710,7369.8,444,7674.56,3826.79,49.46,8510.41,304.76,3.97,0.63,1.04,10.38,Large,2761.0800000000004
80,516,BANFI PRODUCTS CORP,14711,Ch Tanunda Gr Barossa Rsl,6.57,11.99,750,111,729.27,137,1584.63,811.31,15.26,8510.41,855.36,53.98,1.23,2.17,6.569999999999999,Medium,-170.82
81,516,BANFI PRODUCTS CORP,15761,Cantine Maschio Prosecco Brt,2.49,3.79,187,1631,4061.19,1088,4123.52,185.71,30.41,8510.41,62.33,1.51,0.67,1.02,2.49,Large,1352.0700000000002
82,516,BANFI PRODUCTS CORP,16266,Walnut Crest Malbec,5.8,11.99,1500,6,34.8,6,59.94,9.99,1.35,8510.41,25.14,41.94,1.0,1.72,5.8,Small,0.0
83,516,BANFI PRODUCTS CORP,16708,Bolla Valpo Ripasso Cls Sup,7.23,10.99,750,54,390.42,54,683.46,49.96,6.07,8510.41,293.04,42.88,1.0,1.75,7.23,Medium,0.0
84,516,BANFI PRODUCTS CORP,16987,Trivento Birds & Bees Sw Red,4.68,6.79,750,36,168.48,36,244.44,13.58,4.05,8510.41,75.96,31.08,1.0,1.45,4.68,Medium,0.0
85,516,BANFI PRODUCTS CORP,17172,Riunite Sweet White,4.1,5.99,750,1,4.1,26,155.74,125.79,2.87,8510.41,151.64,97.37,26.0,37.99,4.1,Small,-102.49999999999999
86,516,BANFI PRODUCTS CORP,17967,Banfi Principessa Gavia Gav,8.96,12.99,750,4445,39827.2,3013,43037.87,20221.9,335.53,8510.41,3210.67,7.46,0.68,1.08,8.959999999999999,Large,12830.720000000001
87,516,BANFI PRODUCTS CORP,18142,Banfi Brunello Montalcino,40.4,59.99,750,1203,48601.2,1100,66016.0,33497.92,122.4,8510.41,17414.8,26.38,0.91,1.36,40.4,Large,4161.2
88,516,BANFI PRODUCTS CORP,18152,Banfi Centine Mntcln Tscna,5.26,10.99,750,12783,67238.58,8956,87042.44,26943.2,1002.37,8510.41,19803.86,22.75,0.7,1.29,5.26,Large,20130.02
89,516,BANFI PRODUCTS CORP,18347,Banfi Pnt Grigio San Angelo,8.58,14.99,750,10798,92646.84,6613,102319.87,46896.66,737.07,8510.41,9673.03,9.45,0.61,1.1,8.58,Large,35907.3
90,516,BANFI PRODUCTS CORP,18801,Bolla Prosecco Extra Dry,7.14,12.99,750,1993,14230.02,1211,14371.89,9065.36,134.22,8510.41,141.87,0.99,0.61,1.01,7.140000000000001,Large,5583.48
91,516,BANFI PRODUCTS CORP,19000,L'Ardi Dolcetto D'Acqui,6.66,12.99,750,304,2024.64,238,2685.62,1985.25,26.32,8510.41,660.98,24.61,0.78,1.33,6.66,Medium,439.56
92,516,BANFI PRODUCTS CORP,19356,C Y Toro Marques Cs Cab Svgn,12.25,19.99,750,733,8979.25,486,9171.14,5749.96,53.85,8510.41,191.89,2.09,0.66,1.02,12.25,Large,3025.75
93,516,BANFI PRODUCTS CORP,20030,Trivento Rsv Cab Malbec,5.19,7.99,750,1259,6534.21,654,6829.46,4703.5,72.41,8510.41,295.25,4.32,0.52,1.05,5.19,Large,3139.9500000000003
94,516,BANFI PRODUCTS CORP,21076,Natura Pnt Nr,6.07,9.99,750,1283,7787.81,827,8138.73,4142.71,91.97,8510.41,350.92,4.31,0.64,1.05,6.07,Large,2767.92
95,516,BANFI PRODUCTS CORP,22077,C Y Toro Casa Diablo Chard,6.07,9.99,750,606,3678.42,430,4332.7,2038.97,47.89,8510.41,654.28,15.1,0.71,1.18,6.07,Large,1068.3200000000002
96,516,BANFI PRODUCTS CORP,22194,Placido Pinot Grigio Venezi,7.48,12.99,1500,3943,29493.64,2676,30801.24,13169.49,599.15,8510.41,1307.6,4.25,0.68,1.04,7.4799999999999995,Large,9477.16
97,516,BANFI PRODUCTS CORP,22195,Placido Pinot Grigio Venezi,5.33,7.99,750,12,63.96,12,107.88,107.88,1.32,8510.41,43.92,40.71,1.0,1.69,5.33,Small,0.0
98,516,BANFI PRODUCTS CORP,22402,Aska Bolgheri Rosso,19.33,28.99,750,16,309.28,12,347.88,115.96,1.35,8510.41,38.6,11.1,0.75,1.12,19.33,Small,77.32
99,516,BANFI PRODUCTS CORP,22789,Bolla Prosecco 3pk/187mls,10.34,14.99,187,8,82.72,77,1154.23,704.53,2.24,8510.41,1071.51,92.83,9.63,13.95,10.34,Small,-713.46
100,516,BANFI PRODUCTS CORP,22840,Banfi Poggio All'Oro Br Mont,83.86,129.99,750,20,1677.2,17,2600.83,1376.91,1.9,8510.41,923.63,35.51,0.85,1.55,83.86,Small,251.57999999999998
101,516,BANFI PRODUCTS CORP,22841,Banfi Poggio Alle Mura Rsva,64.93,99.99,750,8,519.44,15,1576.85,941.91,1.67,8510.41,1057.41,67.06,1.88,3.04,64.93,Small,-454.51000000000005
102,516,BANFI PRODUCTS CORP,22903,Banfi Sangiovese CollePino,5.4,8.99,750,3108,16783.2,2303,20132.97,7225.76,257.33,8510.41,3349.77,16.64,0.74,1.2,5.4,Large,4347.0
103,516,BANFI PRODUCTS CORP,23079,Bolla Torr'Alta Veronese Ros,10.06,14.99,750,120,1207.2,108,2050.92,227.88,12.16,8510.41,843.72,41.14,0.9,1.7,10.06,Medium,120.72
104,516,BANFI PRODUCTS CORP,23172,Castello Banfi Brun Montalcn,20.4,32.99,375,175,3570.0,191,5893.09,2900.06,10.92,8510.41,2323.09,39.42,1.09,1.65,20.4,Medium,-326.4
105,516,BANFI PRODUCTS CORP,24672,Bolla Merlot,8.49,12.99,1500,315,2674.35,228,3123.72,1886.64,50.81,8510.41,449.37,14.39,0.72,1.17,8.49,Medium,738.63
106,516,BANFI PRODUCTS CORP,24673,Bolla Pinot Grigio,8.96,12.99,1500,1711,15330.56,1231,16869.69,11236.83,274.32,8510.41,1539.13,9.12,0.72,1.1,8.959999999999999,Large,4300.8
107,516,BANFI PRODUCTS CORP,24715,Banfi Summus Tuscany Red,39.47,63.99,750,12,473.64,35,2115.65,1091.82,3.9,8510.41,1642.01,77.61,2.92,4.47,39.47,Small,-907.81
108,516,BANFI PRODUCTS CORP,24873,Fontana Candida Pinot Grigi,5.99,9.99,750,19,113.81,14,125.86,25.97,1.58,8510.41,12.05,9.57,0.74,1.11,5.99,Small,29.950000000000003
109,516,BANFI PRODUCTS CORP,26351,Cella Lambrusco,7.74,11.99,1500,6,46.44,6,71.94,11.99,1.35,8510.41,25.5,35.45,1.0,1.55,7.739999999999999,Small,0.0
110,516,BANFI PRODUCTS CORP,28238,Banfi Pnt Grigio Rime,5.95,10.99,750,816,4855.2,595,5349.05,3047.61,66.15,8510.41,493.85,9.23,0.73,1.1,5.95,Large,1314.95
111,516,BANFI PRODUCTS CORP,34635,Riunite Lambrusco Rose,5.29,8.99,1500,1137,6014.73,716,6087.84,3189.24,159.89,8510.41,73.11,1.2,0.63,1.01,5.29,Large,2227.09
112,516,BANFI PRODUCTS CORP,37735,Walnut Crest Vnto Pnt Grigio,7.58,10.99,1500,1722,13052.76,1189,13363.11,7833.04,265.54,8510.41,310.35,2.32,0.69,1.02,7.58,Large,4040.14
113,516,BANFI PRODUCTS CORP,37921,C Y Toro Carmenere Terrunyo,14.47,31.99,750,1,14.47,8,175.92,131.94,0.89,8510.41,161.45,91.77,8.0,12.16,14.47,Small,-101.29
114,516,BANFI PRODUCTS CORP,37923,Five Rivers Cab Svgn,7.43,13.99,750,652,4844.36,478,5498.22,4204.36,52.86,8510.41,653.86,11.89,0.73,1.13,7.43,Large,1292.82
115,516,BANFI PRODUCTS CORP,37926,Five Rivers Pnt Nr,8.05,13.99,750,3136,25244.8,2220,25822.8,8950.34,248.39,8510.41,578.0,2.24,0.71,1.02,8.049999999999999,Large,7373.800000000001
116,516,BANFI PRODUCTS CORP,40666,Bolla Chianti,6.89,9.99,750,12,82.68,12,119.88,9.99,1.35,8510.41,37.2,31.03,1.0,1.45,6.890000000000001,Small,0.0
117,516,BANFI PRODUCTS CORP,43799,Trivento Golden RSV Malbec,5.09,7.79,750,12,61.08,12,93.48,15.58,1.36,8510.41,32.4,34.66,1.0,1.53,5.09,Small,0.0
118,516,BANFI PRODUCTS CORP,43820,Little Black Dress Merlot,5.88,8.99,750,1395,8202.6,969,8813.31,5268.22,107.52,8510.41,610.71,6.93,0.69,1.07,5.88,Large,2504.88
119,516,BANFI PRODUCTS CORP,45524,Natura Valle Cab Svgn Cntrl,5.8,9.99,750,870,5046.0,541,5385.59,2697.32,60.12,8510.41,339.59,6.31,0.62,1.07,5.8,Large,1908.2
120,516,BANFI PRODUCTS CORP,45525,Natura Colchagua Carmenere,5.91,9.99,750,1339,7913.49,854,8502.46,3834.19,95.16,8510.41,588.97,6.93,0.64,1.07,5.91,Large,2866.35
121,653,STATE WINE & SPIRITS,324,Rothman & Winter Apricot,16.29,21.99,750,3,48.87,3,65.97,43.98,2.36,8014.98,17.1,25.92,1.0,1.35,16.29,Small,0.0
122,653,STATE WINE & SPIRITS,950,Mastersons 10 Yr Old Rye,58.82,79.99,750,5,294.1,15,1199.85,1039.87,11.83,8014.98,905.75,75.49,3.0,4.08,58.82000000000001,Small,-588.2
123,653,STATE WINE & SPIRITS,1120,Jesse James Spiced Bourbon,12.49,15.99,750,24,299.76,24,383.76,31.98,18.9,8014.98,84.0,21.89,1.0,1.28,12.49,Small,0.0
124,653,STATE WINE & SPIRITS,2000,John Taylor Velvet Falernum,11.67,15.99,750,9,105.03,8,127.92,95.94,6.3,8014.98,22.89,17.89,0.89,1.22,11.67,Small,11.67
125,653,STATE WINE & SPIRITS,2002,Kronan Swedish Punsch,21.73,29.99,750,4,86.92,3,89.97,89.97,2.37,8014.98,3.05,3.39,0.75,1.04,21.73,Small,21.73
126,653,STATE WINE & SPIRITS,2087,Uncle Val's Peppered Gin,25.18,36.99,750,115,2895.7,295,8193.05,5278.13,232.56,8014.98,5297.35,64.66,2.57,2.83,25.18,Medium,-4532.4
127,653,STATE WINE & SPIRITS,2616,Hayman's Old Tom Gin,14.95,21.99,750,24,358.8,22,485.78,375.83,17.35,8014.98,126.98,26.14,0.92,1.35,14.950000000000001,Small,29.9
128,653,STATE WINE & SPIRITS,2719,Full Throttle Apple Whiskey,15.5,19.99,750,13,201.5,42,839.58,599.7,33.14,8014.98,638.08,76.0,3.23,4.17,15.5,Small,-449.5
129,653,STATE WINE & SPIRITS,2809,Full Throttle Blackberry,14.7,19.99,750,15,220.5,61,1219.39,519.74,48.08,8014.98,998.89,81.92,4.07,5.53,14.7,Small,-676.1999999999999
130,653,STATE WINE & SPIRITS,2813,Full Throttle Peach Whiskey,14.49,19.99,750,49,710.01,102,2038.98,1079.46,80.41,8014.98,1328.97,65.18,2.08,2.87,14.49,Medium,-767.97
131,653,STATE WINE & SPIRITS,2910,Full Throttle Vanila Whiskey,14.7,19.99,750,63,926.1,104,2078.96,1199.4,82.0,8014.98,1152.86,55.45,1.65,2.24,14.700000000000001,Medium,-602.6999999999999
